,Price,PrivPer,F,G,H,J,K,Age,Mileage,Dispacement,Diesel,LPG,Doors5,FirstOwner,ServDealership,ABS,ElecWin,PowSteer,ParkingSens,MultiSteer,AAWheels,CruContr,OnBoardComp,Native
6084,18400.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,109000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6085,16500.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,188000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6086,39299.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,119861.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6087,11900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,165500.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6088,15999.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,203000.0,1300.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6090,34900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,184000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6091,17900.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,180300.0,1998.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6093,28900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,172000.0,1700.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6094,17900.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,216400.0,1910.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6095,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,11.0,234000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6096,5900.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,178000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6097,34950.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,129871.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
6098,4500.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,215000.0,2000.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6100,6400.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,239000.0,1389.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6101,52900.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,57200.0,1364.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6103,8900.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,173000.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6104,20000.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,300000.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6105,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,150000.0,1600.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6106,7999.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,190000.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6107,24900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,177025.0,1700.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6108,17850.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,83961.0,1998.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6109,11900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,190000.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6110,12300.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,213424.0,1686.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6113,12400.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,211025.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6114,11700.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,266000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6116,49077.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,23682.0,1598.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6117,11600.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,171300.0,1910.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6118,12800.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,170000.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6119,32519.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,73524.0,1598.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6120,28500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,198000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6122,29700.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,124000.0,1398.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6123,45900.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,18200.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6124,10500.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,293941.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6126,14900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,173241.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6127,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,179000.0,1364.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
6128,26900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,174000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
6129,2300.0,1.0,0.0,1.0,0.0,0.0,0.0,21.0,192000.0,1400.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6130,30500.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,59000.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6131,4300.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,198936.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6132,14900.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,257000.0,1900.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6133,1400.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,199725.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6134,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,189000.0,1910.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6135,32900.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,155000.0,1680.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6137,11900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,188000.0,1796.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6138,34600.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,64000.0,1362.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6140,35900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,97148.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
6141,24900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,156000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6143,15500.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,216000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6144,24900.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,163000.0,1700.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6145,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,109500.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6146,26900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,195000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6147,10999.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,270000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6148,12900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,205000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6149,15900.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,172000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0
6150,14400.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,116000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
6151,30900.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,107300.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6152,36900.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,130102.0,1600.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6153,8900.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,99000.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6154,9500.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,279000.0,1910.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6155,3400.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,189100.0,1389.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6156,8900.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,165289.0,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6157,37000.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,97626.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
6158,31900.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,141600.0,1686.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6159,18999.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,160000.0,1600.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6160,13500.0,1.0,0.0,0.0,1.0,0.0,0.0,12.0,242000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6161,11000.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,237000.0,1596.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6162,27300.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,150066.0,1686.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6163,5250.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,253000.0,1698.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
6164,4999.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,190000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
6165,22500.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,223000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6166,30001.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,123000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
6167,8500.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,200000.0,1400.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6169,34500.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,121700.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6171,12900.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,184046.0,1910.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6172,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,150000.0,1700.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6173,24500.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,158000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6174,9199.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,249985.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6175,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,189000.0,1700.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
6176,9300.0,1.0,0.0,1.0,0.0,0.0,0.0,11.0,185000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6177,59900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,28000.0,1400.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
6179,10500.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,249000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
6180,6999.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,204000.0,1800.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
6181,10300.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,182200.0,1598.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
6182,27900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,163000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6184,10900.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,240000.0,1910.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6185,1999.0,0.0,1.0,0.0,0.0,0.0,0.0,21.0,112700.0,1390.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6186,15999.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,159600.0,1700.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6187,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,179000.0,1600.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6188,20700.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,132000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6189,15600.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,148000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
6190,14600.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,164000.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6191,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,168000.0,1600.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6192,17900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,134000.0,1400.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6193,31900.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,98000.0,1400.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
6194,13800.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,156150.0,1400.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6195,13900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,189000.0,1600.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6196,12700.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,138836.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6198,68900.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,9900.0,1399.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
6199,27700.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,105000.0,1400.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6201,6900.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,259000.0,1800.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
6202,15900.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,198000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6204,16900.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,99000.0,1800.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6205,22900.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,117600.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
6208,20000.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,295000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
6209,44500.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,109000.0,1364.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
6211,13600.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,214104.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
6212,17600.0,1.0,0.0,0.0,1.0,0.0,0.0,13.0,136000.0,1800.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6214,12900.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,163846.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
6215,39400.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,45568.0,1398.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6216,13400.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,182000.0,1600.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6217,8999.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,224580.0,1400.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6219,2500.0,1.0,0.0,1.0,0.0,0.0,0.0,19.0,324000.0,1600.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6222,36300.0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,182000.0,1686.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6223,12300.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,168553.0,1800.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
6224,16986.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,204000.0,1700.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6225,15900.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,188549.0,1400.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6227,55900.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,15000.0,1600.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
6228,6500.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,245000.0,2000.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6229,20900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,172552.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6230,19900.0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,205000.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6231,33000.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,185000.0,1400.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6235,16500.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,129000.0,1598.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
6237,62900.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,7500.0,1364.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6238,12999.0,1.0,0.0,0.0,1.0,0.0,0.0,14.0,179000.0,1998.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6239,10800.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,223433.0,1700.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
6240,6500.0,1.0,0.0,1.0,0.0,0.0,0.0,18.0,229000.0,1598.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6241,35900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,125000.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6242,12400.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,232000.0,1600.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
6243,12500.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,195000.0,1800.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
6244,33900.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,76036.0,1598.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6245,28900.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,199000.0,1686.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6246,14400.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,164000.0,2000.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
6247,33900.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,160000.0,1695.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
6248,61000.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,22100.0,1400.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
6250,19500.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,172000.0,1798.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
6251,1490.0,0.0,0.0,1.0,0.0,0.0,0.0,19.0,220000.0,1598.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
